"Yil
Year";"Il
Province";"Toplam
Total";Yas grubu Age group;;;;;;;;;;;;;;;
2011;Adiyaman;  24;  2;  3;  1;  4;  2;  1;  2;  1;  4;  1;0;0;  1;  2;;
2011;Afyonkarahisar;  32;  2;  4;  3;  2;0;  2;  4;  1;  4;  3;  2;  1;0;  3;;
2011;Agri;  24;  2;  11;  4;  3;0;  1;0;  1;  1;0;0;0;0;0;;
2011;Amasya;  11;  1;  2;  1;0;0;  1;  2;  2;0;0;  1;0;0;  1;;
2011;Ankara;  172;  4;  14;  21;  15;  19;  12;  20;  10;  16;  8;  12;  6;  6;  5;;
2011;Antalya;  101;  3;  12;  12;  9;  12;  17;  9;  12;  4;  2;  1;  2;  1;  5;;
2011;Artvin;  5;0;  1;  1;0;  1;0;0;0;  1;0;0;0;0;  1;;
2011;Aydin;  69;0;  5;  4;  6;  7;  4;  9;  7;  5;  7;  3;  2;  5;  5;;
2011;Balikesir;  42;  1;  3;0;0;  5;  2;  6;  3;  5;  5;  6;  4;0;  2;;
2011;Bilecik;  4;0;0;0;0;0;  1;  1;0;  1;0;0;0;0;  1;;
2011;Bingol;  13;  2;  3;  2;  2;  1;0;  1;0;  1;  1;0;0;0;0;;
2011;Bitlis;  16;  1;  6;  1;  2;  2;  1;0;  1;  1;0;  1;0;0;0;;
2011;Bolu;  8;0;0;  1;  1;0;  1;0;0;  1;  1;  2;0;0;  1;;
2011;Burdur;  16;0;  1;0;  1;  4;0;  2;  1;  1;  2;  1;0;0;  3;;
2011;Bursa;  85;  3;  4;  4;  10;  10;  7;  10;  7;  10;  9;0;  2;  3;  6;;
2011;canakkale;  21;0;  1;0;  1;  4;  5;  1;  2;0;  4;  1;0;  1;  1;;
2011;cankiri;  2;0;0;0;0;  1;  1;0;0;0;0;0;0;0;0;;
2011;corum;  24;0;  4;  1;  1;  3;0;  1;  4;  2;0;0;  2;0;  6;;
2011;Denizli;  57;  2;  3;  5;  4;  12;  4;  5;0;  7;  4;  4;  2;  1;  4;;
2011;Diyarbakir;  63;  6;  22;  12;  7;  6;  1;  2;  1;  1;  2;0;  1;0;0;;
2011;Edirne;  17;  1;  2;  1;  1;  1;0;  2;  2;  1;  1;  1;0;  1;  3;;
2011;Elazig;  35;  2;  2;  6;  6;  5;  1;  3;  2;  3;0;0;  1;  2;  2;;
2011;Erzincan;  9;  1;  2;  1;  1;  1;  1;0;0;0;0;0;0;0;  2;;
2011;Erzurum;  32;  3;  8;  3;  3;  3;  2;  1;  2;  1;  2;  2;0;  1;  1;;
2011;Eskişehir;  39;  1;  5;  4;  3;  5;  3;  2;  4;  5;0;  1;  1;  1;  4;;
2011;Gaziantep;  57;  1;  5;  13;  7;  7;  6;  5;  4;  1;  2;  2;0;  1;  3;;
2011;Giresun;  8;  1;0;0;0;0;0;  2;  1;  1;  1;0;  1;0;  1;;
2011;Gumuşhane;  1;0;0;0;0;0;  1;0;0;0;0;0;0;0;0;;
2011;Hakkari;  6;  1;  3;  1;  1;0;0;0;0;0;0;0;0;0;0;;
2011;Hatay;  34;  4;  6;  5;  2;  2;  1;  2;0;  1;  4;  2;  1;  2;  2;;
2011;isparta;  20;0;  4;  2;  1;0;  4;0;  2;  3;0;  2;0;0;  2;;
2011;Mersin;  72;  4;  9;  9;  4;  11;  4;  9;  3;  6;  3;  3;  2;  1;  3;;
2011;İstanbul;  387;  3;  34;  33;  62;  38;  30;  30;  30;  37;  27;  16;  18;  13;  11;;
2011;İzmir;  149;  4;  11;  12;  12;  15;  14;  12;  15;  6;  13;  8;  4;  10;  13;;
2011;Kars;  15;0;  4;  4;0;0;  3;  3;0;0;0;0;0;  1;0;;
2011;Kastamonu;  16;0;  3;  1;  2;  4;0;0;0;0;  1;0;  3;  2;0;;
2011;Kayseri;  56;  7;  6;  3;  5;  8;  6;  5;  5;  3;  2;  1;0;0;  3;;
2011;Kirklareli;  19;0;  3;  1;  1;  1;  2;  4;  1;  1;  1;0;  2;  1;  1;;
2011;Kirşehir;  8;0;  1;0;  2;0;  2;  1;0;  1;0;0;0;0;  1;;
2011;Kocaeli;  43;0;  3;  7;  4;  4;  4;  7;  3;  2;  5;0;0;  2;  2;;
2011;Konya;  58;  3;  10;  7;  4;  4;  3;  5;  8;  3;  6;  1;0;  1;  3;;
2011;Kutahya;  24;0;  2;  2;  2;  2;  1;  1;  2;  2;  6;0;0;  1;  3;;
2011;Malatya;  23;  1;  5;  1;  3;  1;  3;  2;  1;  1;  3;0;0;  1;  1;;
2011;Manisa;  50;  1;  5;  3;  5;  3;  5;  7;  6;  5;0;  1;0;  4;  5;;
2011;Kahramanmaraş;  34;0;  9;  2;  7;  8;  1;  2;  1;  1;  1;0;0;0;  2;;
2011;Mardin;  17;  1;  6;  2;  2;  2;0;  1;  1;  1;0;0;0;0;  1;;
2011;Mugla;  47;0;  4;  5;  3;  4;  1;  7;  7;  4;  5;  1;0;  1;  5;;
2011;Muş;  22;  7;  4;0;  3;  3;  3;0;  1;0;0;  1;0;0;0;;
2011;Nevşehir;  13;0;  2;  3;  1;  1;0;0;  2;  1;  1;0;0;  1;  1;;
2011;Nigde;  14;0;  2;  1;  3;0;  1;  2;  3;  1;  1;0;0;0;0;;
2011;Ordu;  24;  1;  3;  2;  2;  2;  1;  2;  1;  2;0;  3;  3;0;  2;;
2011;Rize;  2;0;0;0;0;0;0;  1;0;  1;0;0;0;0;0;;
2011;Sakarya;  24;0;  3;  3;  1;  4;  2;  2;  1;  2;0;0;  2;  1;  3;;
2011;Samsun;  30;  2;  4;  7;  2;  7;  1;  1;  1;  3;0;0;  1;0;  1;;
2011;Siirt;  12;  2;  3;  1;  1;  1;  1;0;  1;  2;0;0;0;0;0;;
2011;Sinop;  6;0;  1;  1;0;0;0;0;  1;0;0;  1;0;  1;  1;;
2011;Sivas;  16;  1;  2;  1;  3;  1;  1;  1;  2;0;  1;0;  2;  1;0;;
2011;Tekirdag;  30;0;  3;  1;  1;0;  4;  6;  3;  4;  1;0;  3;  2;  1;;
2011;Tokat;  26;  1;  5;  6;  2;  2;0;  1;  2;  1;  1;  1;  1;0;  3;;
2011;Trabzon;  27;0;  2;  1;  5;  4;  4;  3;0;  3;0;0;  2;0;  3;;
2011;Tunceli;  6;0;  1;0;  1;  1;0;0;  1;0;0;0;0;0;  2;;
2011;Şanliurfa;  37;  2;  10;  6;  5;  4;  2;0;  6;0;  1;0;0;  1;0;;
2011;Uşak;  21;0;  2;  1;  2;  1;  4;  3;  2;  2;0;  1;0;  1;  2;;
2011;Van;  52;  6;  15;  6;  6;  3;  3;  3;  4;  1;  2;  1;  1;0;0;;
2011;Yozgat;  8;0;  1;  1;  2;  1;0;0;0;  1;  1;0;0;  1;0;;
2011;Zonguldak;  22;0;  2;  3;  1;  2;0;  2;0;  3;  2;  3;  1;0;  3;;
2011;Aksaray;  12;0;0;0;  5;  2;0;  1;  2;0;0;0;0;0;  2;;
2011;Bayburt;  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2011;Karaman;  11;0;0;  2;  3;0;0;  1;0;  1;  1;0;0;0;  3;;
2011;Kirikkale;  10;  1;0;0;  2;  1;  2;  2;  1;0;0;0;0;  1;0;;
2011;Batman;  29;  6;  6;  4;  3;  3;  2;  1;  2;  1;0;0;  1;0;0;;
2011;Şirnak;  9;0;  6;  1;  1;0;0;  1;0;0;0;0;0;0;0;;
2011;Bartin ;  8;0;0;  1;  2;0;0;0;0;  2;0;0;0;  1;  2;;
2011;Ardahan;  12;  2;  2;  2;0;  1;0;0;  2;  2;0;  1;0;0;0;;
2011;igdir;  8;0;  5;0;  1;0;  2;0;0;0;0;0;0;0;0;;
2011;Yalova;  7;0;  1;0;0;  2;0;0;0;0;0;0;  1;  2;  1;;
2011;Karabuk;  7;  1;  1;0;  2;  1;0;0;  1;0;0;0;0;0;  1;;
2011;Kilis ;  3;0;  1;  1;  1;0;0;0;0;0;0;0;0;0;0;;
2011;Osmaniye;  12;  1;  2;  3;  2;  2;0;0;0;0;  1;  1;0;0;0;;
2011;Duzce;  8;0;  2;  2;  1;0;  2;0;0;0;0;  1;0;0;0;;
2010;Turkiye; 2 933;  107;  381;  311;  331;  288;  251;  227;  214;  203;  151;  119;  89;  69;  163;;
2010;Adana;  116;  3;  21;  20;  10;  15;  8;  9;  7;  3;  7;  5;  4;  1;  3;;
2010;Adiyaman;  19;  4;  2;  2;  4;  2;  1;  1;0;0;0;  1;0;  2;0;;
2010;Afyonkarahisar;  30;  3;  5;  3;  4;  4;0;  3;  3;  1;0;  2;  1;0;  1;;
2010;Agri;  24;  5;  6;  9;0;  1;  2;  1;0;0;0;0;0;0;0;;
2010;Amasya;  15;  2;  2;  1;  1;0;0;  4;0;  1;  1;  1;0;  2;0;;
2010;Ankara;  184;  4;  25;  21;  16;  20;  16;  23;  20;  11;  5;  6;  9;  1;  7;;
2010;Antalya;  105;  2;  11;  8;  16;  9;  7;  9;  6;  10;  9;  8;  2;  2;  4;;
2010;Artvin;  1;0;0;0;0;0;0;0;  1;0;0;0;0;0;0;;
2010;Aydin;  75;0;  4;  7;  5;  4;  10;  7;  10;  7;  6;  6;  2;  2;  4;;
2010;Balikesir;  61;  1;  8;  4;  3;  6;  4;  5;  4;  10;  3;  1;  2;  3;  7;;
2010;Bilecik;  16;0;  2;0;  4;  1;0;  1;  2;  1;0;0;  2;0;  3;;
2010;Bingol;  12;  1;  5;  1;  2;  1;0;  1;0;0;  1;0;0;0;0;;
2010;Bitlis;  8;0;  4;0;  3;0;0;  1;0;0;0;0;0;0;0;;
2010;Bolu;  14;0;  1;  3;  2;0;0;0;  1;0;  2;  1;  1;0;  3;;
2010;Burdur;  14;0;  1;  1;0;  1;0;  1;0;  1;  1;  2;  2;  1;  3;;
2010;Bursa;  109;  2;  12;  9;  10;  13;  10;  7;  8;  10;  9;  4;  6;  2;  7;;
2010;canakkale;  30;0;  3;  2;0;  3;  2;  4;  4;  4;  1;  2;  2;0;  2;;
2010;cankiri;  7;0;  1;  2;  1;0;0;0;  1;0;  2;0;0;0;0;;
2010;corum;  22;0;  2;  2;  2;  3;0;  2;  2;  1;  2;  2;  2;0;  2;;
2010;Denizli;  40;0;  4;  4;  3;  4;  6;  2;  4;  6;  1;  1;0;  1;  4;;
2010;Diyarbakir;  83;  3;  17;  11;  16;  8;  3;  9;  4;  3;  2;  2;  2;0;  3;;
2010;Edirne;  26;0;  2;  1;  3;  2;  4;  1;0;  3;  5;  2;0;  2;  1;;
2010;Elazig;  18;  1;  1;  1;  5;  3;  1;0;  2;  2;0;0;0;  2;0;;
2010;Erzincan;  8;0;0;  1;0;  1;  1;0;  1;  1;  1;0;  1;0;  1;;
2010;Erzurum;  24;  4;  3;  2;  3;  3;  3;0;  3;  1;  1;0;  1;0;0;;
2010;Eskişehir;  46;0;  4;  3;  6;  6;  7;  5;  4;  4;  2;  1;0;0;  1;;
2010;Gaziantep;  67;  6;  13;  6;  8;  9;  6;  2;0;  2;  2;  2;0;  1;  5;;
2010;Giresun;  14;0;0;  1;  2;  1;  1;  2;  2;0;0;  2;  2;0;  1;;
2010;Gumuşhane;  4;0;0;0;0;  1;0;  1;0;  1;0;0;0;0;  1;;
2010;Hakkari;  5;  1;  2;  2;0;0;0;0;0;0;0;0;0;0;0;;
2010;Hatay;  40;  2;  2;  7;  8;  3;  2;  4;  3;  3;  2;  1;0;  2;  1;;
2010;isparta;  17;0;  1;  5;0;0;  1;  2;  2;  2;  2;  1;0;0;  1;;
2010;Mersin;  72;  1;  5;  8;  11;  10;  7;  3;  6;  4;  3;  4;  4;  4;  2;;
2010;İstanbul;  429;  7;  35;  48;  52;  56;  46;  29;  41;  27;  26;  14;  14;  11;  14;;
2010;İzmir;  169;  5;  14;  15;  21;  12;  19;  18;  8;  17;  8;  5;  4;  7;  15;;
2010;Kars;  18;0;  5;  2;  6;0;  3;0;0;  1;0;  1;0;0;0;;
2010;Kastamonu;  13;0;  1;  1;  1;0;  3;  2;0;  2;  1;0;0;  1;  1;;
2010;Kayseri;  47;0;  8;  8;  5;  4;  4;0;  2;  6;0;0;  2;  4;  4;;
2010;Kirklareli;  13;0;  1;0;0;  2;0;  2;0;  3;  1;  2;0;0;  2;;
2010;Kirşehir;  13;  1;  4;0;  2;  1;  1;0;0;0;  1;0;0;  1;  2;;
2010;Kocaeli;  39;0;  6;  5;  3;  4;  2;  4;  4;  3;  4;  3;  1;0;0;;
2010;Konya;  60;  4;  6;  3;  7;  8;  2;  7;  4;  3;  5;  4;  1;0;  4;;
2010;Kutahya;  22;0;  2;  1;0;  2;  1;  2;0;  1;  3;  2;0;0;  8;;
2010;Malatya;  27;  1;  2;  4;  5;  3;  1;0;  3;  4;0;0;  1;0;  3;;
2010;Manisa;  54;  2;  4;  6;  5;  5;  8;  6;  3;  3;  1;  4;  3;  2;  2;;
2010;Kahramanmaraş;  41;  2;  16;  3;  2;  1;  2;  2;  2;  2;  1;  1;0;  2;  5;;
2010;Mardin;  14;  4;  4;  3;  1;  1;0;  1;0;0;0;0;0;0;0;;
2010;Mugla;  50;0;  5;  3;  5;  4;  5;  7;  3;  4;  2;  4;  3;0;  2;;
2010;Muş;  23;  5;  7;  3;  1;  1;  1;0;  1;0;  2;0;  1;0;  1;;
2010;Nevşehir;  11;0;  1;  1;0;  2;0;0;  3;  3;0;  1;0;0;0;;
2010;Nigde;  12;  1;  4;0;0;  1;  2;  1;0;0;  1;  1;  1;0;0;;
2010;Ordu;  20;  1;  1;0;  2;  2;  1;  2;0;  1;  2;  2;  2;0;  4;;
2010;Rize;  9;0;  1;  2;0;  1;0;  1;0;  1;  1;  2;0;0;0;;
2010;Sakarya;  32;0;  1;  2;  3;  4;  1;  4;  2;  5;  3;  3;  1;  1;  2;;
2010;Samsun;  46;0;  2;  4;  6;  4;  6;  6;  4;  2;  4;  1;  3;  2;  2;;
2010;Siirt;  8;0;  2;  1;  2;  2;  1;0;0;0;0;0;0;0;0;;
2010;Sinop;  3;0;0;0;0;0;0;0;  1;0;0;0;0;  1;  1;;
2010;Sivas;  15;  1;  2;0;  4;0;  2;0;  2;0;0;  1;0;0;  3;;
2010;Tekirdag;  39;  1;  2;  3;  4;  1;  6;  4;  3;  4;  1;  4;  3;  1;  2;;
2010;Tokat;  20;  2;  2;  2;  2;  2;0;  2;  2;  2;0;  1;  1;  1;  1;;
2010;Trabzon;  25;0;  3;  6;  2;  2;  2;  2;  2;  3;  1;0;  1;  1;0;;
2010;Tunceli;  13;0;  1;  4;  1;  1;  1;  1;  2;0;0;0;0;0;  2;;
2010;Şanliurfa;  46;  3;  10;  8;  8;  4;  5;0;  2;0;  1;  1;0;  2;  2;;
2010;Uşak;  17;0;  2;  2;  3;  5;0;  2;0;  1;0;0;0;  1;  1;;
2010;Van;  47;  12;  14;  5;  3;  3;  4;  1;  3;  1;0;  1;0;0;0;;
2010;Yozgat;  13;0;  2;  1;  2;  1;0;0;  2;  3;0;0;  1;0;  1;;
2010;Zonguldak;  42;0;  8;  3;  8;  3;  3;  3;  5;  1;  4;  1;0;0;  3;;
2010;Aksaray;  15;0;  1;  1;  2;  2;  2;  1;  2;  3;0;  1;0;0;0;;
2010;Bayburt;  3;0;  2;0;0;0;  1;0;0;0;0;0;0;0;0;;
2010;Karaman;  19;  2;  5;  1;0;  1;  1;  1;0;0;  2;0;0;0;  5;;
2010;Kirikkale;  11;0;  2;0;0;0;  4;0;  1;0;  2;0;0;  1;  1;;
2010;Batman;  19;  2;  7;  5;0;  2;  1;0;  1;0;0;0;0;0;  1;;
2010;Şirnak;  22;  1;  5;  2;  5;  4;  2;  1;  1;0;  1;0;0;0;0;;
2010;Bartin ;  8;0;  1;0;0;0;  1;  2;0;0;0;  1;0;  2;  1;;
2010;Ardahan;  7;0;  4;  1;  2;0;0;0;0;0;0;0;0;0;0;;
2010;igdir;  15;  2;  4;  1;  4;0;  1;0;  1;  1;0;0;0;0;  1;;
2010;Yalova;  8;  1;0;0;0;0;  1;  1;  1;0;  2;  1;  1;0;0;;
2010;Karabuk;  4;0;0;0;  1;  1;0;0;0;  1;  1;0;0;0;0;;
2010;Kilis ;  2;0;0;0;0;0;0;0;  1;0;0;0;0;0;0;;
2010;Osmaniye;  14;  1;  3;  2;  3;0;  2;0;0;  3;0;0;0;0;0;;
2010;Duzce;  10;  1;0;  2;0;  2;  1;  2;  2;0;0;0;0;0;0;;
2009;Turkiye; 2 898;  95;  331;  272;  326;  263;  251;  229;  256;  219;  190;  113;  99;  81;  159;;
2009;Adana;  78;  1;  12;  10;  10;  8;  11;  5;  8;  5;  2;  2;  2;  2;0;;
2009;Adiyaman;  22;  1;  6;  3;  4;  2;  2;0;0;0;  1;  1;0;  1;  1;;
2009;Afyonkarahisar;  27;  1;  5;  4;  1;  1;  1;  2;  2;  3;0;  2;  1;  1;  3;;
2009;Agri;  21;  8;  3;  5;0;  1;0;  1;  1;  1;0;0;0;  1;0;;
2009;Amasya;  8;  1;0;  1;0;  3;0;0;0;0;  2;0;0;0;  1;;
2009;Ankara;  169;  2;  6;  15;  25;  20;  21;  17;  20;  15;  9;  2;  6;  3;  7;;
2009;Antalya;  106;  6;  7;  7;  15;  7;  16;  11;  8;  7;  6;  4;  4;  3;  4;;
2009;Artvin;  5;  1;0;0;  1;0;0;  2;0;0;0;0;0;0;  1;;
2009;Aydin;  82;  2;  9;  5;  3;  7;  7;  7;  12;  6;  6;  5;  5;  4;  4;;
2009;Balikesir;  57;  1;  4;  2;  5;  3;  2;  4;  6;  5;  9;  4;  4;  2;  5;;
2009;Bilecik;  15;0;  2;  2;0;0;  1;  3;  2;  1;  1;  1;  1;0;  1;;
2009;Bingol;  9;  1;  3;0;  1;  1;0;0;0;  1;  1;  1;0;0;0;;
2009;Bitlis;  11;  2;  4;  1;  1;  1;  1;0;0;  1;0;0;0;0;0;;
2009;Bolu;  7;0;0;  2;  1;  1;0;0;  1;0;  1;0;0;0;  1;;
2009;Burdur;  14;  1;  1;0;  1;  1;  4;0;0;  3;0;  1;0;  1;  1;;
2009;Bursa;  98;  1;  7;  12;  14;  6;  4;  14;  5;  10;  8;  4;  5;  4;  4;;
2009;canakkale;  31;0;  1;  1;  4;  1;  3;  3;  5;  4;  2;  3;  3;0;  1;;
2009;cankiri;  5;0;  1;0;0;  1;0;0;  2;  1;0;0;0;0;0;;
2009;corum;  27;0;  2;  2;  2;  3;  2;0;  1;  2;  2;  3;  5;0;  3;;
2009;Denizli;  62;  2;  4;  2;  8;  7;  8;  3;  5;  7;  4;  3;  5;  3;  1;;
2009;Diyarbakir;  56;  5;  20;  9;  8;  2;  5;  1;  2;  1;0;  1;  2;0;0;;
2009;Edirne;  21;0;  1;  3;  1;0;  2;  1;  4;  2;  2;  1;  1;  1;  2;;
2009;Elazig;  32;  1;  3;  4;  7;  1;  3;  1;  3;  1;  4;  1;  1;0;  2;;
2009;Erzincan;  6;  1;0;0;0;0;0;  1;  2;  1;0;0;0;  1;0;;
2009;Erzurum;  23;  1;  8;  4;  4;  1;0;  3;  1;0;0;0;  1;0;0;;
2009;Eskişehir;  34;  1;  3;  7;  2;  3;  3;0;  2;  4;  4;0;  2;0;  2;;
2009;Gaziantep;  72;  4;  18;  10;  7;  6;  3;  9;  5;  2;  2;  1;  1;0;  4;;
2009;Giresun;  14;0;0;  2;  1;0;  1;  4;  2;  3;0;0;  1;0;0;;
2009;Gumuşhane;  3;0;0;0;0;0;0;0;0;0;  3;0;0;0;0;;
2009;Hakkari;  4;0;  1;  1;  1;0;0;0;0;  1;0;0;0;0;0;;
2009;Hatay;  39;  3;  1;  5;  7;  2;  4;  3;  3;  3;  2;0;  4;  2;0;;
2009;isparta;  16;0;  3;  1;  2;  1;  1;  1;  3;  1;  1;0;0;0;  2;;
2009;Mersin;  74;  1;  11;  4;  7;  6;  4;  5;  6;  5;  8;  5;  2;  4;  6;;
2009;İstanbul;  403;  6;  24;  33;  56;  44;  37;  40;  39;  30;  25;  15;  12;  12;  24;;
2009;İzmir;  183;  1;  12;  12;  14;  18;  14;  14;  27;  18;  17;  9;  9;  7;  11;;
2009;Kars;  17;  1;  3;  2;  1;  3;  2;0;  3;  1;0;0;  1;0;0;;
2009;Kastamonu;  20;0;  1;  1;  1;0;  1;  3;  2;  1;  3;  1;  1;  2;  3;;
2009;Kayseri;  43;  1;  4;  1;  5;  5;  6;  4;  4;  2;  2;  3;  1;  3;  2;;
2009;Kirklareli;  15;0;0;  3;0;0;  1;  2;  2;  1;0;  1;  1;  2;  2;;
2009;Kirşehir;  14;0;  2;0;  1;  1;  2;  1;  1;  1;  2;  1;0;0;  2;;
2009;Kocaeli;  46;0;  1;  4;  5;  5;  4;  6;  7;  4;  1;  2;  1;  2;  3;;
2009;Konya;  74;  6;  9;  8;  6;  8;  9;  7;  7;  2;  5;  5;0;  1;  1;;
2009;Kutahya;  27;  1;  3;  4;  3;  1;  1;  2;0;0;  1;  1;  1;0;  9;;
2009;Malatya;  29;0;  5;  2;  4;  1;  3;  3;  5;  2;  1;0;  1;0;  2;;
2009;Manisa;  56;  2;  4;  5;  8;  6;  4;  3;  3;  6;  4;  3;  1;0;  7;;
2009;Kahramanmaraş;  22;0;  3;  2;  3;  2;  4;0;0;  3;  2;0;0;  2;  1;;
2009;Mardin;  11;  3;  4;0;  2;0;0;0;0;  1;0;  1;0;0;0;;
2009;Mugla;  50;0;  8;  4;  5;  6;  5;  3;  3;  6;  2;  1;  2;  1;  4;;
2009;Muş;  19;  8;  6;  3;  1;0;  1;0;0;0;0;0;0;0;0;;
2009;Nevşehir;  19;0;  2;  3;  2;  1;  2;  2;  2;  1;  1;  2;0;0;  1;;
2009;Nigde;  17;  1;  1;  2;  1;0;0;  3;  2;  1;  1;0;0;0;  5;;
2009;Ordu;  33;  1;  3;  3;  6;  2;  5;  2;  1;  2;  2;  3;  2;0;  1;;
2009;Rize;  13;0;  2;  2;0;0;  1;  1;  2;  2;  1;  1;0;  1;0;;
2009;Sakarya;  34;  1;  3;  1;  3;  6;  3;  1;  4;  5;  3;  1;0;  2;  1;;
2009;Samsun;  48;  1;  3;  3;  5;  5;  4;  4;  7;  4;  4;  3;  1;  1;  2;;
2009;Siirt;  12;0;  7;  3;0;0;  1;0;  1;0;0;0;0;0;0;;
2009;Sinop;  11;0;  1;  1;  2;0;0;  2;0;  2;0;  1;0;  1;  1;;
2009;Sivas;  30;  1;  3;  2;  4;  2;  2;  2;  4;  1;  2;0;  2;  2;  2;;
2009;Tekirdag;  48;  1;  2;  4;  3;  10;  4;  5;  4;  4;  5;  2;  1;  1;  2;;
2009;Tokat;  25;0;  4;0;  2;  4;  2;  2;  2;  3;  2;  1;  1;0;  2;;
2009;Trabzon;  19;0;  2;  3;  2;  2;  1;0;  3;  1;  1;  2;  1;  1;0;;
2009;Tunceli;  11;0;  1;  1;  5;0;0;0;0;0;  3;0;0;0;  1;;
2009;Şanliurfa;  45;  2;  15;  8;  6;  8;  2;0;  1;0;  1;  1;0;  1;0;;
2009;Uşak;  19;  1;  2;  3;0;  1;  2;  3;  1;  1;  1;0;0;  3;  1;;
2009;Van;  43;  3;  18;  9;  6;  2;  1;0;0;  2;0;0;  1;0;  1;;
2009;Yozgat;  11;  1;  2;  1;0;  2;  1;  1;0;  1;  1;0;  1;0;0;;
2009;Zonguldak;  37;0;  1;0;  4;  2;  5;  4;  3;  5;  4;  4;0;  1;  4;;
2009;Aksaray;  17;  2;  1;  1;  2;  1;  3;0;  2;  2;0;0;0;  1;  1;;
2009;Bayburt;  1;0;  1;0;0;0;0;0;0;0;0;0;0;0;0;;
2009;Karaman;  14;  1;  2;  1;  3;  2;  1;0;0;  1;  2;0;0;0;  1;;
2009;Kirikkale;  10;0;  1;  1;  1;  1;  1;  2;0;0;  1;  2;0;0;0;;
2009;Batman;  19;  1;  5;  1;  2;  6;  2;  2;0;0;0;0;0;0;0;;
2009;Şirnak;  9;0;  3;0;  1;  3;  1;  1;0;0;0;0;0;0;0;;
2009;Bartin ;  10;  1;0;  2;0;  2;  1;0;0;  1;  3;0;0;0;0;;
2009;Ardahan;  5;0;  1;0;0;0;0;  1;0;  2;0;0;0;  1;0;;
2009;igdir;  8;0;  1;  2;  1;0;  1;0;0;  2;  1;0;0;0;0;;
2009;Yalova;  12;0;  1;  3;  1;  3;  1;0;0;0;  1;0;  1;0;  1;;
2009;Karabuk;  10;0;  1;0;  1;0;0;  2;  1;  1;  1;  1;  1;0;  1;;
2009;Kilis ;  4;0;  2;0;  1;0;0;0;  1;0;0;0;0;0;0;;
2009;Osmaniye;  15;0;  5;  4;  2;0;0;0;  1;  1;  1;0;0;0;  1;;
2009;Duzce;  12;0;0;0;  2;  2;  1;0;0;0;  3;  1;0;0;  3;;
2008;Turkiye; 2 816;  76;  375;  346;  296;  248;  226;  218;  192;  162;  119;  100;  91;  87;  147;;
2008;Adana;  78;0;  8;  10;  10;  6;  8;  7;  3;  5;  8;  1;  2;  1;  2;;
2008;Adiyaman;  9;0;  2;  3;0;  1;0;0;0;0;0;0;0;  2;0;;
2008;Afyonkarahisar;  38;0;  4;  4;  3;  4;  2;  3;  2;  2;  2;  1;0;  1;  1;;
2008;Agri;  21;  3;  5;  2;  5;0;  3;  1;0;0;0;0;0;  1;0;;
2008;Amasya;  18;0;  5;  2;  1;  2;  2;0;  1;0;  1;  1;  1;  1;0;;
2008;Ankara;  173;  1;  10;  16;  14;  17;  15;  21;  19;  18;  8;  9;  10;  3;  10;;
2008;Antalya;  79;  2;  11;  13;  6;  10;  5;  9;  4;  1;  3;  4;  1;  3;  4;;
2008;Artvin;  24;0;  3;  4;  5;  5;  1;0;0;  1;  2;0;0;0;0;;
2008;Aydin;  65;0;  7;  1;  10;  5;  7;  4;  8;  2;  3;  5;  4;  3;  6;;
2008;Balikesir;  42;  1;  5;  2;  2;  7;  2;  7;  3;  4;0;  2;  2;  3;  2;;
2008;Bilecik;  5;0;  2;0;0;0;  1;  1;0;0;0;  1;0;0;0;;
2008;Bingol;  5;  2;  1;  1;  1;0;0;0;0;0;0;0;0;0;0;;
2008;Bitlis;  17;  1;  6;  5;  1;0;0;  1;0;  2;0;0;0;0;0;;
2008;Bolu;  13;  1;0;  3;  1;  1;0;  2;0;  1;0;  1;0;  1;  1;;
2008;Burdur;  15;0;  2;  1;  1;  1;  2;  2;  1;  1;0;  1;0;  3;0;;
2008;Bursa;  68;0;  8;  3;  9;  4;  5;  6;  6;  6;  6;  3;  4;  4;  3;;
2008;canakkale;  27;  2;  1;  4;  3;  3;  4;0;  2;0;  1;  1;  2;  3;  1;;
2008;cankiri;  6;0;0;0;0;0;  1;  2;  1;0;0;0;0;0;0;;
2008;corum;  17;0;0;0;  2;  2;  2;  1;  2;  2;  2;  2;0;  2;0;;
2008;Denizli;  44;0;  6;  2;  7;  4;  4;  4;  1;  4;  4;  1;  2;0;  5;;
2008;Diyarbakir;  63;  5;  19;  15;  6;  2;  3;  1;  2;  1;  3;0;  1;  1;  3;;
2008;Edirne;  29;0;  2;  2;0;  2;  2;  2;  5;  6;  1;  4;  1;  1;  1;;
2008;Elazig;  31;  1;  5;  5;  2;  4;0;  3;0;  1;  2;  2;  2;  1;  3;;
2008;Erzincan;  13;0;  1;  2;  1;  1;  1;0;  2;0;  1;0;0;  1;  3;;
2008;Erzurum;  23;0;  4;  1;  3;  2;  1;  3;  1;  3;0;  2;0;0;  1;;
2008;Eskişehir;  36;0;  2;  3;  1;  3;  4;  5;  4;  2;  2;  2;  1;  2;  3;;
2008;Gaziantep;  55;  1;  14;  15;  2;  4;  1;  2;  4;  2;  1;  1;  2;0;  5;;
2008;Giresun;  16;0;0;0;  1;  1;  3;  1;  3;  2;  2;  2;0;0;0;;
